getClientById(), 2020-04-16 12:10:11
getClientById(), 2020-04-16 12:10:11
getClientById(), 2020-04-16 12:10:11
getClientById(), 2020-04-16 12:10:11
getClientById(), 2020-04-16 12:10:11
getClientById(), 2020-04-16 12:10:11
makeTransferForClient(), 2020-04-16 12:12:34
getClientById(), 2020-04-16 12:12:34
getExchangeRAte(), 2020-04-16 12:12:34
getCurrencyById(), 2020-04-16 12:12:34
getCurrencyById(), 2020-04-16 12:12:34
getLastTransfer(), 2020-04-16 12:12:34
getClientById(), 2020-04-16 12:12:34
makeTransferForClient(), 2020-04-16 12:12:34
getClientById(), 2020-04-16 12:12:34
getExchangeRAte(), 2020-04-16 12:12:34
getCurrencyById(), 2020-04-16 12:12:34
getCurrencyById(), 2020-04-16 12:12:34
getLastTransfer(), 2020-04-16 12:12:34
getClientById(), 2020-04-16 12:12:34
getTotalBalanceInCurrency(), 2020-04-16 12:12:34
getClientById(), 2020-04-16 12:12:34
getExchangeRAte(), 2020-04-16 12:12:34
getExchangeRAte(), 2020-04-16 12:12:34
getTransfersBiggerThan(), 2020-04-16 12:12:34
getClientById(), 2020-04-16 12:12:34
getCurrencyById(), 2020-05-15 14:47:08
getCurrencyById(), 2020-05-15 14:48:05
getCurrencyById(), 2020-05-15 14:49:01
getCurrencyById(), 2020-05-15 14:49:36
getCurrencyById(), 2020-05-15 14:50:02
getCurrencyById(), 2020-05-15 14:50:15
getCurrencyById(), 2020-05-15 14:50:51
getCurrencyById(), 2020-05-15 14:53:09
getCurrencyById(), 2020-05-15 15:38:43
getCurrencyById(), 2020-05-15 15:39:28
getCurrencyById(), 2020-05-15 15:39:34
getCurrencyById(), 2020-05-15 15:44:27
getCurrencyById(), 2020-05-15 15:44:27
getCurrencyById(), 2020-05-16 12:15:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:15:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:15:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:15:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:20:02, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:20:02, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:20:02, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:20:02, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:20:02, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:20:02, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:20:02, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:20:02, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:20:02, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:20:02, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:20:02, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:20:02, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:42:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:43:16, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:43:16, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:43:16, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:43:20, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:43:20, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:43:20, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:43:21, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:43:21, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:43:21, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:11, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:17, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:17, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:44:17, ran on thread = AWT-EventQueue-0
makeTransferForClient(), 2020-05-16 12:45:22, ran on thread = main
getClientById(), 2020-05-16 12:45:22, ran on thread = main
getExchangeRAte(), 2020-05-16 12:45:22, ran on thread = main
getCurrencyById(), 2020-05-16 12:45:22, ran on thread = main
getCurrencyById(), 2020-05-16 12:45:22, ran on thread = main
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:30, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:30, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:30, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:31, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:31, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:31, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:31, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:31, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:31, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:31, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:31, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:31, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:47, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:45:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:46:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:46:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:46:29, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:46:37, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:46:37, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:46:37, ran on thread = AWT-EventQueue-0
makeTransferForClient(), 2020-05-16 12:51:50, ran on thread = main
getClientById(), 2020-05-16 12:51:50, ran on thread = main
getExchangeRAte(), 2020-05-16 12:51:50, ran on thread = main
getCurrencyById(), 2020-05-16 12:51:50, ran on thread = main
getCurrencyById(), 2020-05-16 12:51:50, ran on thread = main
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:59, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:59, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:59, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:59, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:59, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:51:59, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:52:05, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:52:05, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:52:05, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:52:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:52:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:52:07, ran on thread = AWT-EventQueue-0
makeTransferForClient(), 2020-05-16 12:56:52, ran on thread = main
